Name,Producer,Vram_Bin,TDP_Bin
Gainward GeForce GTX 1660 Ti Pegasus OC 6G,Gainward,6GB,<=150W
Gainward GeForce RTX 2060 Phoenix GS,Gainward,6GB,151-250W
Gainward GeForce RTX 2070 Phoenix,Gainward,8GB,151-250W
Gainward GeForce RTX 2070 Phoenix GS,Gainward,8GB,151-250W
Gainward GeForce RTX 2080 Phoenix GS,Gainward,8GB,151-250W
Gainward GeForce RTX 2080 Ti Phoenix,Gainward,12GB,251-350W
Gainward GeForce RTX 2080 Ti Phoenix GS,Gainward,12GB,251-350W
Galax RTX 2060 OC,Galax,6GB,151-250W
Gigabyte Aorus GeForce GTX 1660 Ti 6G,Gigabyte,6GB,<=150W
Gigabyte Aorus GeForce RTX 2060 Super,Gigabyte,8GB,151-250W
Gigabyte Aorus GeForce RTX 2060 Xtreme 6G,Gigabyte,6GB,151-250W
Gigabyte Aorus GeForce RTX 2070 Super,Gigabyte,8GB,251-350W
Gigabyte Aorus GeForce RTX 2070 Super Gaming OC,Gigabyte,8GB,251-350W
Gigabyte Aorus GeForce RTX 2080 Super,Gigabyte,8GB,151-250W
Gigabyte Aorus GeForce RTX 2080 Super Waterforce,Gigabyte,8GB,151-250W
Gigabyte Aorus GeForce RTX 2080 Super Waterforce WB,Gigabyte,8GB,151-250W
Gigabyte Aorus GeForce RTX 2080 Ti 1,Gigabyte,12GB,151-250W
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme 1,Gigabyte,12GB,151-250W
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce 1,Gigabyte,12GB,151-250W
Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce WB 1,Gigabyte,12GB,151-250W
Gigabyte Aorus GeForce RTX 3080 Master 12G LHR,Gigabyte,12GB,251-350W
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce 10G LHR,Gigabyte,12GB,251-350W
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce 12G LHR,Gigabyte,12GB,251-350W
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce WB 10G LHR,Gigabyte,12GB,251-350W
Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce WB 12G LHR,Gigabyte,12GB,251-350W
Gigabyte Aorus GeForce RTX 3090 Ti Xtreme Waterforce,Gigabyte,24GB+,>350W
GIGABYTE Aorus GeForce RTX 4080 Xtreme Waterforce,Gigabyte,24GB+,251-350W
GIGABYTE Aorus GeForce RTX 4080 Xtreme Waterforce WB,Gigabyte,24GB+,251-350W
Gigabyte Aorus Radeon RX 5700 XT,Gigabyte,8GB,151-250W
Gigabyte Aorus Radeon RX 6900 XT Xtreme Waterforce WB,Gigabyte,24GB+,251-350W
GIGABYTE Aorus Radeon RX 7900 XTX Elite,Gigabyte,24GB+,>350W
Gigabyte GeForce GT 1030,Gigabyte,4GB,<=150W
Gigabyte GeForce GT 1030 Low Profile D4,Gigabyte,4GB,<=150W
Gigabyte GeForce GT 1030 OC 2G,Gigabyte,4GB,<=150W
Gigabyte GeForce GT 1030 Silent,Gigabyte,4GB,<=150W
Gigabyte GeForce GT 610 Silent,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1050,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1050 OC,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1050 Ti,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1050 Ti G1 Gaming,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1050 Ti OC,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1050 Ti WindForce 2X OC,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1050 WindForce 2X,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1060 Aorus 6G 9 Gbps,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1060 Aorus Xtreme 6G,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1060 G1 Gaming,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1060 G1 Gaming,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1060 Mini ITX OC 6G,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1060 OC WindForce 2X,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1060 OC WindForce 2X,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1060 Xtreme Gaming,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1070 Aorus Gaming Box,Gigabyte,8GB,<=150W
Gigabyte GeForce GTX 1070 Founders Edition,Gigabyte,8GB,<=150W
Gigabyte GeForce GTX 1070 G1 Gaming,Gigabyte,8GB,<=150W
Gigabyte GeForce GTX 1070 Mini ITX OC,Gigabyte,8GB,<=150W
Gigabyte GeForce GTX 1070 OC WindForce 2X,Gigabyte,8GB,<=150W
Gigabyte GeForce GTX 1070 Ti Aorus 8G,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1070 Ti Gaming 8G,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1070 Xtreme Gaming,Gigabyte,8GB,<=150W
Gigabyte GeForce GTX 1080 Aorus 8G,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1080 Aorus Xtreme 8G,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1080 Aorus Xtreme 8G 11 Gbps,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1080 G1 Gaming,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1080 Mini ITX 8G,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1080 Ti Aorus 11G,Gigabyte,12GB,151-250W
Gigabyte GeForce GTX 1080 Ti Aorus Xtreme 11G,Gigabyte,12GB,151-250W
Gigabyte GeForce GTX 1080 Ti Founders Edition,Gigabyte,12GB,151-250W
Gigabyte GeForce GTX 1080 Ti Gaming OC,Gigabyte,12GB,151-250W
Gigabyte GeForce GTX 1080 Ti Gaming OC Black,Gigabyte,12GB,151-250W
Gigabyte GeForce GTX 1080 Ti Turbo,Gigabyte,12GB,151-250W
Gigabyte GeForce GTX 1080 Ti Waterforce W Xtreme 11G,Gigabyte,12GB,151-250W
Gigabyte GeForce GTX 1080 WindForce OC 8G,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1080 Xtreme Gaming Premium Pack,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1080 Xtreme Gaming Water Cooling,Gigabyte,8GB,151-250W
Gigabyte GeForce GTX 1650 D6 OC,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1650 D6 WindForce OC,Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1650 Gaming OC 4G (Rev. 2.0),Gigabyte,4GB,<=150W
"Gigabyte GeForce GTX 1650 Mini ITX OC 4G, 4096 MB GDDR5",Gigabyte,4GB,<=150W
"Gigabyte GeForce GTX 1650 OC 4G, 4096 MB GDDR5",Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1650 Super OC,Gigabyte,4GB,<=150W
"Gigabyte GeForce GTX 1650 WindForce OC 4G, 4096 MB GDDR5",Gigabyte,4GB,<=150W
Gigabyte GeForce GTX 1660 Gaming,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1660 Gaming OC,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1660 OC,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1660 Super Gaming OC,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1660 Super OC,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1660 Ti Gaming OC 6G,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1660 Ti Mini ITX OC 6G,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1660 Ti OC 6G,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 1660 Ti WindForce OC 6G,Gigabyte,6GB,<=150W
Gigabyte GeForce GTX 690,Gigabyte,4GB,251-350W
Gigabyte GeForce RTX 2060 D6,Gigabyte,6GB,151-250W
Gigabyte GeForce RTX 2060 Gaming OC 6G,Gigabyte,6GB,151-250W
Gigabyte GeForce RTX 2060 Gaming OC Pro 6G,Gigabyte,6GB,151-250W
Gigabyte GeForce RTX 2060 Mini ITX OC 6G,Gigabyte,6GB,151-250W
Gigabyte GeForce RTX 2060 OC 6G,Gigabyte,6GB,151-250W
Gigabyte GeForce RTX 2060 Super Gaming OC,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2060 Super Gaming OC 3X 8G White,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2060 Super Gaming OC 3X White 8G (Rev. 2.0),Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2060 Super WindForce OC,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2060 WindForce OC 6G,Gigabyte,6GB,151-250W
Gigabyte GeForce RTX 2070 Super Gaming OC 3X,Gigabyte,8GB,251-350W
Gigabyte GeForce RTX 2070 Super Gaming OC 3X 8G White,Gigabyte,8GB,251-350W
Gigabyte GeForce RTX 2070 Super Windforce OC 3X,Gigabyte,8GB,251-350W
Gigabyte GeForce RTX 2070 Windforce 2X 8G 3.,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2080 Gaming OC,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2080 Super Gaming OC,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2080 Super Gaming OC Waterforce WB,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2080 Super Gaming OC White,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2080 Super Turbo,Gigabyte,8GB,151-250W
Gigabyte GeForce RTX 2080 Ti Gaming OC,Gigabyte,12GB,151-250W
Gigabyte GeForce RTX 2080 Ti Turbo 11G (rev. 2.0),Gigabyte,12GB,151-250W
Gigabyte GeForce RTX 2080 Ti Turbo OC 1,Gigabyte,12GB,251-350W
Gigabyte GeForce RTX 2080 Ti Turbo OC 11G (Rev. 2.0),Gigabyte,12GB,151-250W
Gigabyte GeForce RTX 2080 Ti WindForce 1,Gigabyte,12GB,151-250W
Gigabyte GeForce RTX 2080 Ti WindForce OC 11G,Gigabyte,12GB,251-350W
Gigabyte GeForce RTX 2080 WindForce OC 8G,Gigabyte,8GB,151-250W
GIGABYTE GeForce RTX 3060 Windforce OC,Gigabyte,12GB,151-250W
Gigabyte GeForce RTX 3080 Eagle,Gigabyte,12GB,251-350W
Gigabyte GeForce RTX 3080 Gaming OC,Gigabyte,12GB,251-350W
GIGABYTE GeForce RTX 4060 Ti Aero OC,Gigabyte,24GB+,151-250W
GIGABYTE GeForce RTX 4060 Ti Gaming OC,Gigabyte,24GB+,151-250W
Gigabyte GT 730,Gigabyte,4GB,<=150W
GIGABYTE GTX 770 WindForce 3X OC,Gigabyte,4GB,151-250W
Gigabyte GTX 980 Ti Gaming G1,Gigabyte,6GB,151-250W
Gigabyte HD 7950 Windforce,Gigabyte,4GB,151-250W
Gigabyte HD 7970 Windforce 3X OC,Gigabyte,4GB,151-250W
Gigabyte Radeon HD 7990,Gigabyte,4GB,>350W
Gigabyte Radeon RX 460 WindForce OC 2G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 460 WindForce OC 4G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 550 2G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 550 Gaming OC 2G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 5500 XT Gaming OC,Gigabyte,8GB,<=150W
Gigabyte Radeon RX 5500 XT Gaming OC,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 5500 XT OC,Gigabyte,8GB,<=150W
Gigabyte Radeon RX 5500 XT OC,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 560 Gaming OC 2G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 560 Gaming OC 4G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 560 OC 4G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 5600 XT Gaming OC,Gigabyte,6GB,<=150W
Gigabyte Radeon RX 5600 XT Windforce OC,Gigabyte,6GB,<=150W
Gigabyte Radeon RX 570 Aorus 4G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 570 Gaming 4G,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 5700,Gigabyte,8GB,151-250W
Gigabyte Radeon RX 5700 Gaming OC,Gigabyte,8GB,151-250W
Gigabyte Radeon RX 5700 XT,Gigabyte,8GB,151-250W
Gigabyte Radeon RX 5700 XT Gaming OC,Gigabyte,8GB,151-250W
Gigabyte Radeon RX 5700 XT Gaming OC Rev 2.0,Gigabyte,8GB,151-250W
Gigabyte Radeon RX 580 Aorus 4G,Gigabyte,4GB,151-250W
Gigabyte Radeon RX 580 Aorus 8G,Gigabyte,8GB,151-250W
Gigabyte Radeon RX 580 Aorus XTR 8G,Gigabyte,8GB,151-250W
Gigabyte Radeon RX 580 Gaming 4G,Gigabyte,4GB,151-250W
Gigabyte Radeon RX 580 Gaming 8G,Gigabyte,8GB,151-250W
Gigabyte Radeon RX 590 Gaming 8G (Rev. 2.0),Gigabyte,8GB,151-250W
Gigabyte Radeon RX 6400 D6 Low Profile,Gigabyte,4GB,<=150W
Gigabyte Radeon RX 6400 Eagle,Gigabyte,4GB,<=150W
GIGABYTE Radeon RX 7900 XT Gaming OC,Gigabyte,24GB+,251-350W
GIGABYTE Radeon RX 7900 XTX Gaming OC,Gigabyte,24GB+,>350W
Gigabyte Radeon RX Vega 56 8G,Gigabyte,8GB,151-250W
Gigabyte Radeon RX Vega 56 Gaming OC,Gigabyte,8GB,151-250W
Gigabyte Radeon RX Vega 64 8G,Gigabyte,8GB,251-350W
Gigabyte Radeon RX Vega 64 Gaming OC,Gigabyte,8GB,251-350W
Gigabyte Radeon RX Vega 64 Silver 8G,Gigabyte,8GB,251-350W
Gigabyte Radeon RX Vega 64 Watercooling 8G,Gigabyte,8GB,251-350W
Gigabyte Radeon VII,Gigabyte,24GB+,251-350W
GTX 780 iChill HerculeZ X3,INNO3D,4GB,151-250W
HIS Radeon R7 240 iCooler,HIS,4GB,<=150W
INNO3D GeForce GT 1030 0dB,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1050 Compact Single Slot,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1050 Compact X1,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1050 Ti Compact Single Slot,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1050 Ti Compact X1,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1050 Ti Twin X2,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1060 Gaming OC X2,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1060 iChill Black Edition,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1060 iChill X3,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1060 iChill X3,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1060 iChill X3 OC 9 Gbps,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1060 iChill X3 V2,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1060 Twin X2,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1060 Twin X2,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1070 Gaming OC,INNO3D,8GB,<=150W
INNO3D GeForce GTX 1070 iChill X3,INNO3D,8GB,<=150W
INNO3D GeForce GTX 1070 iChill X4,INNO3D,8GB,<=150W
INNO3D GeForce GTX 1070 Ti iChill X3,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1070 Ti iChill X4,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1070 Ti Jet-Fan,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1070 Ti Twin X2,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1070 Twin X2,INNO3D,8GB,<=150W
INNO3D GeForce GTX 1080 Founders Edition,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1080 Gaming OC,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1080 iChill Black Edition,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1080 iChill X3,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1080 iChill X3 11 Gbps,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1080 iChill X4,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1080 iChill X4 11 Gbps,INNO3D,8GB,151-250W
INNO3D GeForce GTX 1080 Ti Founders Edition,INNO3D,12GB,151-250W
INNO3D GeForce GTX 1080 Ti Gaming OC,INNO3D,12GB,151-250W
INNO3D GeForce GTX 1080 Ti iChill Black Edition,INNO3D,12GB,151-250W
INNO3D GeForce GTX 1080 Ti iChill X3,INNO3D,12GB,151-250W
INNO3D GeForce GTX 1080 Ti iChill X3 Ultra,INNO3D,12GB,151-250W
INNO3D GeForce GTX 1080 Ti iChill X4,INNO3D,12GB,151-250W
INNO3D GeForce GTX 1080 Ti iChill X4 Ultra,INNO3D,12GB,151-250W
INNO3D GeForce GTX 1080 Ti Twin X2,INNO3D,12GB,151-250W
INNO3D GeForce GTX 1650 Compact,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1650 Super Compact X,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1650 Super Twin X2 OC,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1650 Twin X2 OC,INNO3D,4GB,<=150W
INNO3D GeForce GTX 1660 Super Compact,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1660 Super Twin X2,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1660 Ti Twin X2,INNO3D,6GB,<=150W
INNO3D GeForce GTX 1660 Twin X2 LHR,INNO3D,6GB,<=150W
INNO3D GeForce RTX 2060 Super Compact X,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2060 Super iChill X3 Ultra,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2060 Super Twin X2 OC,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2060 Twin X2,INNO3D,6GB,151-250W
INNO3D GeForce RTX 2070 Super iChill Black,INNO3D,8GB,251-350W
INNO3D GeForce RTX 2070 Super iChill Frostbite,INNO3D,8GB,251-350W
INNO3D GeForce RTX 2070 Super iChill X3 Ultra,INNO3D,8GB,251-350W
INNO3D GeForce RTX 2070 Super Jet,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2070 Super Twin X2 OC,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2070 Twin X2,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2070 X2 OC,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2080 Super iChill Black Edition,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2080 Super iChill Frostbite,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2080 Super iChill X3 Ultra,INNO3D,8GB,151-250W
INNO3D GeForce RTX 2080 Ti Gaming OC X,INNO3D,12GB,151-250W
INNO3D GeForce RTX 2080 Ti iChill Black Edition,INNO3D,12GB,251-350W
INNO3D GeForce RTX 2080 Ti iChill Frostbite,INNO3D,12GB,251-350W
INNO3D GeForce RTX 2080 Ti Jet,INNO3D,12GB,151-250W
INNO3D GeForce RTX 2080 Ti Twin X,INNO3D,12GB,251-350W
INNO3D GeForce RTX 2080 Ti X2 OC,INNO3D,12GB,
INNO3D GeForce RTX 2080 X2 OC,INNO3D,8GB,151-250W
INNO3D GeForce RTX 3080 iChill Black LHR,INNO3D,12GB,251-350W
INNO3D GeForce RTX 3080 iChill X4 LHR,INNO3D,12GB,251-350W
INNO3D GeForce RTX 4060 Ti 16GB Twin X2 OC,INNO3D,24GB+,151-250W
INNO3D GeForce RTX 4060 Ti 16GB Twin X2 OC White,INNO3D,24GB+,151-250W
INNO3D GeForce RTX 4070 Ti X3 OC White,INNO3D,12GB,251-350W
KFA2 GeForce GTX 1050 Ti OC,KFA2,4GB,<=150W
KFA2 GeForce GTX 1060 EXOC,KFA2,6GB,<=150W
KFA2 GeForce GTX 1060 OC,KFA2,6GB,<=150W
KFA2 GeForce GTX 1060 OC,KFA2,4GB,<=150W
KFA2 GeForce GTX 1070 EXOC Sniper Black,KFA2,8GB,<=150W
KFA2 GeForce GTX 1070 Hall of Fame Edition,KFA2,8GB,<=150W
KFA2 GeForce GTX 1070 Katana Single Slot,KFA2,8GB,<=150W
KFA2 GeForce GTX 1070 OC Mini,KFA2,8GB,<=150W
KFA2 GeForce GTX 1080 EXOC,KFA2,8GB,151-250W
KFA2 GeForce GTX 1080 Hall of Fame Edition,KFA2,8GB,151-250W
KFA2 GeForce GTX 1080 Ti,KFA2,12GB,151-250W
KFA2 GeForce GTX 1080 Ti EXOC,KFA2,12GB,151-250W
KFA2 GeForce GTX 1080 Ti Hall Of Fame,KFA2,12GB,151-250W
MSI GeForce GT 1030 2GH LP OC,MSI,4GB,<=150W
MSI GeForce GT 1030 2GHD4 LP OC,MSI,4GB,<=150W
MSI GeForce GT 1030 Aero ITX 2GD4 OC,MSI,4GB,<=150W
MSI GeForce GT 710 LP Passiv,MSI,4GB,<=150W
MSI GeForce GTX 1050 2G OC,MSI,4GB,<=150W
MSI GeForce GTX 1050 2GT LP,MSI,4GB,<=150W
MSI GeForce GTX 1050 2GT OC,MSI,4GB,<=150W
MSI GeForce GTX 1050 Gaming X 2G,MSI,4GB,<=150W
MSI GeForce GTX 1050 Ti 4G OC,MSI,4GB,<=150W
MSI GeForce GTX 1050 Ti 4GT LP,MSI,4GB,<=150W
MSI GeForce GTX 1050 Ti 4GT OC,MSI,4GB,<=150W
MSI GeForce GTX 1050 Ti Gaming 4G,MSI,4GB,<=150W
MSI GeForce GTX 1050 Ti Gaming X 4G,MSI,4GB,<=150W
MSI GeForce GTX 1060 6GT OCV1,MSI,6GB,<=150W
MSI GeForce GTX 1060 Aero ITX 3G OC,MSI,4GB,<=150W
MSI GeForce GTX 1060 Aero ITX 6G OC,MSI,6GB,<=150W
MSI GeForce GTX 1060 Armor 3G OCV1,MSI,4GB,<=150W
