Name,Producer,Vram_Bin,TDP_Bin
MSI GeForce GTX 1060 Armor 6G OCV1,MSI,6GB,<=150W
MSI GeForce GTX 1060 Gaming 6G,MSI,6GB,<=150W
MSI GeForce GTX 1060 Gaming X 3G,MSI,4GB,<=150W
MSI GeForce GTX 1060 Gaming X 6G,MSI,6GB,<=150W
MSI GeForce GTX 1060 Gaming X+ 6G 9 Gbps,MSI,6GB,<=150W
MSI GeForce GTX 1070 Aero ITX 8G OC,MSI,8GB,<=150W
MSI GeForce GTX 1070 Armor 8G OC,MSI,8GB,<=150W
MSI GeForce GTX 1070 Gaming 8G,MSI,8GB,<=150W
MSI GeForce GTX 1070 Gaming X 8G,MSI,8GB,<=150W
MSI GeForce GTX 1070 Gaming Z 8G,MSI,8GB,<=150W
MSI GeForce GTX 1070 Quick Silver 8G OC,MSI,8GB,<=150W
MSI GeForce GTX 1070 Sea Hawk X,MSI,8GB,<=150W
MSI GeForce GTX 1070 Ti Aero 8G,MSI,8GB,151-250W
MSI GeForce GTX 1070 Ti Armor 8G,MSI,8GB,151-250W
MSI GeForce GTX 1070 Ti Gaming 8G,MSI,8GB,151-250W
MSI GeForce GTX 1080 Aero 8G OC,MSI,8GB,151-250W
MSI GeForce GTX 1080 Armor 8G OC,MSI,8GB,151-250W
MSI GeForce GTX 1080 Founders Edition,MSI,8GB,151-250W
MSI GeForce GTX 1080 Gaming X 8G,MSI,8GB,151-250W
MSI GeForce GTX 1080 Gaming X+ 8G 11 Gbps,MSI,8GB,151-250W
MSI GeForce GTX 1080 Gaming Z 8G,MSI,8GB,151-250W
MSI GeForce GTX 1080 Sea Hawk X,MSI,8GB,151-250W
MSI GeForce GTX 1080 Ti Aero 11G OC,MSI,12GB,151-250W
MSI GeForce GTX 1080 Ti Armor 11G OC,MSI,12GB,151-250W
MSI GeForce GTX 1080 Ti Founders Edition,MSI,12GB,151-250W
MSI GeForce GTX 1080 Ti Gaming X 11G,MSI,12GB,151-250W
MSI GeForce GTX 1080 Ti Gaming X Trio,MSI,12GB,151-250W
MSI GeForce GTX 1080 Ti Sea Hawk EK X,MSI,12GB,151-250W
MSI GeForce GTX 1080 Ti Sea Hawk X,MSI,12GB,151-250W
MSI GeForce GTX 1650 Aero ITX 4G OC,MSI,4GB,<=150W
MSI GeForce GTX 1650 Aero ITX OCV1,MSI,4GB,<=150W
MSI GeForce GTX 1650 Gaming X,MSI,4GB,<=150W
"MSI GeForce GTX 1650 Gaming X 4G, 4096 MB GDDR5",MSI,4GB,<=150W
MSI GeForce GTX 1650 Super Gaming X,MSI,4GB,<=150W
MSI GeForce GTX 1650 Ventus XS 4G OC,MSI,4GB,<=150W
MSI GeForce GTX 1650 Ventus XS OCV1,MSI,4GB,<=150W
MSI GeForce GTX 1660 Gaming X,MSI,6GB,<=150W
MSI GeForce GTX 1660 Super Aero ITX OC,MSI,6GB,<=150W
MSI GeForce GTX 1660 Super Gaming X,MSI,6GB,<=150W
MSI GeForce GTX 1660 Super Ventus XS OC,MSI,6GB,<=150W
MSI GeForce GTX 1660 Ti Armor 6G OC,MSI,6GB,<=150W
MSI GeForce GTX 1660 Ti Gaming X 6G,MSI,6GB,<=150W
MSI GeForce GTX 1660 Ti Ventus XS 6G,MSI,6GB,<=150W
MSI GeForce GTX 750 Ti 2GD5TLP,MSI,4GB,<=150W
MSI Geforce RTX 2060 Super Gaming X,MSI,8GB,151-250W
MSI GeForce RTX 2060 Ventus GP 6G OC,MSI,6GB,151-250W
MSI GeForce RTX 2070 Aero 8G,MSI,8GB,151-250W
MSI GeForce RTX 2070 Armor 8G,MSI,8GB,151-250W
MSI GeForce RTX 2070 Armor 8G OC,MSI,8GB,151-250W
MSI GeForce RTX 2070 Gaming Z 8G,MSI,8GB,151-250W
MSI Geforce RTX 2070 Super Gaming X Trio,MSI,8GB,151-250W
MSI GeForce RTX 2080 Duke 8G OC,MSI,8GB,151-250W
MSI GeForce RTX 2080 Gaming X Trio,MSI,8GB,151-250W
MSI Geforce RTX 2080 Super Gaming X Trio,MSI,8GB,151-250W
MSI GeForce RTX 2080 Ti Duke 11G OC,MSI,12GB,251-350W
MSI GeForce RTX 2080 Ti Gaming X Trio,MSI,12GB,151-250W
MSI GeForce RTX 2080 Ti Gaming Z Trio,MSI,12GB,251-350W
MSI GeForce RTX 3060 Aero ITX 12G OC,MSI,12GB,151-250W
MSI GeForce RTX 3080 Gaming Z Trio 12GB LHR,MSI,12GB,>350W
MSI GeForce RTX 3080 Suprim X 12G LHR,MSI,12GB,>350W
MSI GeForce RTX 3080 Ventus 3X Plus 12G OC LHR,MSI,12GB,>350W
MSI GeForce RTX 4060 Ti Gaming X,MSI,24GB+,151-250W
MSI GeForce RTX 4060 Ti Gaming X Slim,MSI,24GB+,151-250W
MSI GeForce RTX 4060 Ti Ventus 3X 16G OC,MSI,24GB+,151-250W
MSI GT 710 Low Profile,MSI,4GB,<=150W
MSI GTX 950 OC,MSI,4GB,<=150W
MSI R9 280X Gaming,MSI,4GB,151-250W
MSI R9 380 Gaming,MSI,4GB,151-250W
MSI Radeon RX 460 2G OC,MSI,4GB,<=150W
MSI Radeon RX 460 4G OC,MSI,4GB,<=150W
MSI Radeon RX 550 Aero ITX 2G OC,MSI,4GB,<=150W
MSI Radeon RX 5500 XT Gaming X,MSI,8GB,<=150W
MSI Radeon RX 560 Aero ITX 4G OC,MSI,4GB,<=150W
MSI Radeon RX 5600 XT Gaming X,MSI,6GB,<=150W
MSI Radeon RX 5600 XT Mech OC,MSI,6GB,<=150W
MSI Radeon RX 570 Armor 4G OC,MSI,4GB,<=150W
MSI Radeon RX 570 Gaming X 4G,MSI,4GB,<=150W
MSI Radeon RX 5700,MSI,8GB,151-250W
MSI Radeon RX 5700 XT,MSI,8GB,151-250W
MSI Radeon RX 5700 XT Gaming X,MSI,8GB,151-250W
MSI Radeon RX 580 Armor 4G OC,MSI,4GB,151-250W
MSI Radeon RX 580 Armor 8G OC,MSI,8GB,<=150W
MSI Radeon RX 580 Gaming X 4G,MSI,4GB,151-250W
MSI Radeon RX 580 Gaming X 8G,MSI,8GB,151-250W
MSI Radeon RX 580 Gaming X+ 8G,MSI,8GB,151-250W
MSI Radeon RX 6400 Aero ITX,MSI,4GB,<=150W
MSI Radeon RX Vega 64 8G,MSI,8GB,251-350W
MSI Radeon RX Vega 64 Wave 8G,MSI,8GB,251-350W
MSI Radeon VII 16G,MSI,24GB+,251-350W
Palit GeForce GTX 1050 StormX,Palit,4GB,<=150W
Palit GeForce GTX 1050 Ti KalmX,Palit,4GB,<=150W
Palit GeForce GTX 1050 Ti StormX,Palit,4GB,<=150W
Palit GeForce GTX 1060 Dual,Palit,6GB,<=150W
Palit GeForce GTX 1060 Dual,Palit,4GB,<=150W
Palit GeForce GTX 1060 JetStream,Palit,6GB,<=150W
Palit GeForce GTX 1060 StormX,Palit,6GB,<=150W
Palit GeForce GTX 1060 Super JetStream,Palit,6GB,<=150W
Palit GeForce GTX 1060 Super JetStream,Palit,4GB,<=150W
Palit GeForce GTX 1070 Dual,Palit,8GB,<=150W
Palit GeForce GTX 1070 GameRock,Palit,8GB,<=150W
Palit GeForce GTX 1070 GameRock Premium Edition,Palit,8GB,<=150W
Palit GeForce GTX 1070 JetStream,Palit,8GB,<=150W
Palit GeForce GTX 1070 Super JetStream,Palit,8GB,<=150W
Palit GeForce GTX 1080 GameRock,Palit,8GB,151-250W
Palit GeForce GTX 1080 GameRock Premium Edition,Palit,8GB,151-250W
Palit GeForce GTX 1080 JetStream,Palit,8GB,151-250W
Palit GeForce GTX 1080 Super JetStream,Palit,8GB,151-250W
Palit GeForce GTX 1080 Ti Founders Edition,Palit,12GB,151-250W
Palit GeForce GTX 1080 Ti GameRock,Palit,12GB,151-250W
Palit GeForce GTX 1080 Ti GameRock Premium Edition,Palit,12GB,151-250W
Palit GeForce GTX 1080 Ti JetStream,Palit,12GB,151-250W
Palit GeForce GTX 1080 Ti Super JetStream,Palit,12GB,151-250W
Palit GeForce GTX 1660 Ti StormX 6G,Palit,6GB,<=150W
Palit GeForce GTX 1660 Ti StormX OC 6G,Palit,6GB,<=150W
Palit GeForce GTX 750 Ti KalmX,Palit,4GB,<=150W
Palit GeForce RTX 2070 Gaming Pro OC,Palit,8GB,151-250W
Palit GeForce RTX 2080 Gaming Pro,Palit,8GB,151-250W
Palit GeForce RTX 2080 Gaming Pro OC,Palit,8GB,151-250W
Palit GeForce RTX 2080 Ti Gaming Pro,Palit,12GB,251-350W
Palit GeForce RTX 2080 Ti Gaming Pro OC,Palit,12GB,251-350W
PNY GeForce GT 1030,PNY,4GB,<=150W
PNY GeForce GTX 1050 Ti XLR8 Gaming OC,PNY,4GB,<=150W
PNY GeForce GTX 1050 Ti XLR8 OC Gaming,PNY,4GB,<=150W
PNY GeForce GTX 1060 XLR8 Gaming OC,PNY,6GB,<=150W
PNY GeForce GTX 1070 XLR8 OC Gaming,PNY,8GB,<=150W
PNY GeForce GTX 1070 XLR8 OC Gaming Dual Fan,PNY,8GB,<=150W
PNY GeForce GTX 1080 Ti Custom Design,PNY,12GB,151-250W
PNY GeForce GTX 1080 Ti Founders Edition,PNY,12GB,151-250W
PNY GeForce GTX 1080 Ti XLR8 OC Gaming,PNY,12GB,151-250W
PNY GeForce GTX 1080 XLR8 OC Gaming,PNY,8GB,151-250W
PNY GeForce GTX 1660 Ti XLR8 Gaming OC,PNY,6GB,<=150W
PNY GeForce RTX 2060 SUPER XRL8 OC Twin Fan,PNY,8GB,151-250W
PNY GeForce RTX 2070 XLR8 Gaming OC,PNY,8GB,151-250W
PNY GeForce RTX 2080 Ti Blower,PNY,12GB,251-350W
PNY GeForce RTX 2080 Ti XLR8 Gaming OC,PNY,12GB,251-350W
PNY GeForce RTX 2080 XLR8 Gaming OC Triple Fan,PNY,8GB,151-250W
PNY GeForce RTX 2080 XLR8 Gaming OC Twin Fan,PNY,8GB,151-250W
PowerColor R9 Fury X,PowerColor,4GB,251-350W
PowerColor Radeon RX 460 Red Dragon,PowerColor,4GB,<=150W
PowerColor Radeon RX 460 Red Dragon,PowerColor,4GB,<=150W
PowerColor Radeon RX 570 Red Devil,PowerColor,4GB,<=150W
PowerColor Radeon RX 570 Red Dragon,PowerColor,4GB,<=150W
PowerColor Radeon RX 5700 XT,PowerColor,8GB,151-250W
PowerColor Radeon RX 580 Red Devil,PowerColor,8GB,151-250W
PowerColor Radeon RX 580 Red Devil Golden Sample,PowerColor,8GB,151-250W
PowerColor Radeon RX 580 Red Dragon,PowerColor,8GB,151-250W
PowerColor Radeon RX 580 Red Dragon V2,PowerColor,8GB,151-250W
PowerColor Radeon RX Vega 64,PowerColor,8GB,251-350W
PowerColor Radeon RX Vega 64 Limited Edition,PowerColor,8GB,251-350W
PowerColor Radeon RX Vega 64 Liquid,PowerColor,8GB,251-350W
PowerColor Radeon RX Vega 64 Red Devil,PowerColor,8GB,251-350W
PowerColor Radeon VII,PowerColor,24GB+,251-350W
Sapphire HD 5850 Toxic,Sapphire,4GB,151-250W
Sapphire HD 6870 Toxic,Sapphire,4GB,151-250W
Sapphire HD 7770 GHz Edition,Sapphire,4GB,<=150W
Sapphire HD 7870 GHDual-X OC,Sapphire,4GB,151-250W
Sapphire Nitro+ Radeon RX 5500 XT 8GB Special Edition,Sapphire,8GB,<=150W
Sapphire Nitro+ Radeon RX 570 4G,Sapphire,4GB,<=150W
Sapphire Nitro+ Radeon RX 570 8G,Sapphire,8GB,<=150W
Sapphire Nitro+ Radeon RX 5700 XT,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 5700 XT 8G Special Edition,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 5700 XT BE,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 580 4G,Sapphire,4GB,151-250W
Sapphire Nitro+ Radeon RX 580 8G,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 580 8G Limited Edition,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 580 8G Special Edition,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 590 8G 50th Anniversary,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 590 8G G,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 590 8G OC,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 590 8G Special Edition,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX 7900 XTX Vapor-X,SAPPHIRE,24GB+,>350W
Sapphire Nitro+ Radeon RX Vega 56,Sapphire,8GB,151-250W
Sapphire Nitro+ Radeon RX Vega 64,Sapphire,8GB,251-350W
Sapphire Pulse Radeon RX 550 2G,Sapphire,4GB,<=150W
Sapphire Pulse Radeon RX 550 4G,Sapphire,4GB,<=150W
Sapphire Pulse Radeon RX 5500 XT,Sapphire,4GB,<=150W
Sapphire Pulse Radeon RX 5500 XT,Sapphire,8GB,<=150W
Sapphire Pulse Radeon RX 560 14CU 2G,Sapphire,4GB,<=150W
Sapphire Pulse Radeon RX 560 16CU 2G,Sapphire,4GB,<=150W
Sapphire Pulse Radeon RX 560 16CU 4G,Sapphire,4GB,<=150W
Sapphire Pulse Radeon RX 5600 XT,Sapphire,6GB,<=150W
Sapphire Pulse Radeon RX 570 4G,Sapphire,4GB,<=150W
Sapphire Pulse Radeon RX 570 Mini 4G,Sapphire,4GB,<=150W
Sapphire Pulse Radeon RX 5700,Sapphire,8GB,151-250W
Sapphire Pulse Radeon RX 5700 XT,Sapphire,8GB,151-250W
Sapphire Pulse Radeon RX 5700 XT BE,Sapphire,8GB,151-250W
Sapphire Pulse Radeon RX 580 4G,Sapphire,4GB,151-250W
Sapphire Pulse Radeon RX 580 8G,Sapphire,8GB,151-250W
Sapphire Pulse Radeon RX 6400 Gaming,SAPPHIRE,4GB,<=150W
Sapphire Pulse Radeon RX 6700 XT Gaming,SAPPHIRE,12GB,251-350W
Sapphire Pulse Radeon RX Vega 56,Sapphire,8GB,151-250W
Sapphire R7 260X,Sapphire,4GB,<=150W
Sapphire R7 370 Nitro,Sapphire,4GB,<=150W
Sapphire R9 290,Sapphire,4GB,251-350W
Sapphire R9 290X Tri-X OC,Sapphire,4GB,251-350W
Sapphire R9 Fury Nitro,Sapphire,4GB,251-350W
Sapphire R9 Nano,Sapphire,4GB,151-250W
Sapphire R9 Nitro 390,Sapphire,8GB,>350W
Sapphire Radeon HD 5770 Eyefinity,Sapphire,4GB,<=150W
Sapphire Radeon HD 5870 Toxic,Sapphire,4GB,151-250W
Sapphire Radeon HD 5970,Sapphire,4GB,251-350W
Sapphire Radeon HD 6850,Sapphire,4GB,151-250W
Sapphire Radeon HD 6950,Sapphire,4GB,151-250W
Sapphire Radeon HD 6970 Dual Fan,Sapphire,4GB,151-250W
Sapphire Radeon HD 6990,Sapphire,4GB,>350W
Sapphire Radeon RX 460 2G,Sapphire,4GB,<=150W
Sapphire Radeon RX 460 Nitro 4G,Sapphire,4GB,<=150W
Sapphire Radeon RX 5700,Sapphire,8GB,151-250W
Sapphire Radeon RX 5700 XT,Sapphire,8GB,151-250W
Sapphire Radeon RX 7900 XT Gaming,SAPPHIRE,24GB+,251-350W
Sapphire Radeon RX Vega 56,Sapphire,8GB,151-250W
Sapphire Radeon RX Vega 64,Sapphire,8GB,251-350W
Sapphire Radeon RX Vega 64 Liquid Cooling,Sapphire,8GB,251-350W
Sapphire Radeon VII,Sapphire,24GB+,251-350W
Sapphire Toxic Radeon RX 6900 XT AIO Cooled,SAPPHIRE,24GB+,
Sparkle GTX 460,Sparkle,,<=150W
XFX Double D HD 7850,XFX,4GB,<=150W
XFX HD 7750,XFX,4GB,<=150W
XFX HD 7790 OC,XFX,4GB,<=150W
XFX Radeon RX 460 Dual Fan,XFX,4GB,<=150W
XFX Radeon RX 460 Dual Fan,XFX,4GB,<=150W
XFX Radeon RX 460 Passive Heatsink Edition,XFX,4GB,<=150W
XFX Radeon RX 460 Passive Heatsink Edition,XFX,4GB,<=150W
XFX Radeon RX 460 Single Fan,XFX,4GB,<=150W
XFX Radeon RX 460 Single Fan,XFX,4GB,<=150W
XFX Radeon RX 460 Single Slot,XFX,4GB,<=150W
XFX Radeon RX 460 Single Slot,XFX,4GB,<=150W
XFX Radeon RX 550 Single Fan,XFX,4GB,<=150W
XFX Radeon RX 550 Single Fan,XFX,4GB,<=150W
XFX Radeon RX 570 RS Core Edition,XFX,4GB,<=150W
XFX Radeon RX 580 GTR-S Black Edition,XFX,8GB,151-250W
XFX Radeon RX 580 GTS Black Edition,XFX,8GB,151-250W
XFX Radeon RX 580 GTS Core Edition,XFX,4GB,151-250W
XFX Radeon RX 580 GTS Core Edition,XFX,8GB,151-250W
"ZOTAC GAMING GeForce GTX 1650 OC, 4096 MB GDDR5",ZOTAC,4GB,<=150W
ZOTAC GAMING GeForce GTX 1650 Super Twin Fan,ZOTAC,4GB,<=150W
ZOTAC GAMING GeForce GTX 1660 AMP! Edition,ZOTAC,6GB,<=150W
ZOTAC GAMING GeForce GTX 1660 Super AMP! Edition,ZOTAC,6GB,<=150W
ZOTAC GAMING GeForce GTX 1660 Super Twin Fan,ZOTAC,6GB,<=150W
ZOTAC GAMING GeForce GTX 1660 Ti,ZOTAC,6GB,<=150W
ZOTAC GAMING GeForce GTX 1660 Ti AMP!,ZOTAC,6GB,<=150W
ZOTAC GAMING GeForce GTX 1660 Twin Fan,ZOTAC,6GB,<=150W
ZOTAC GAMING GeForce RTX 2060,ZOTAC,6GB,151-250W
ZOTAC GAMING GeForce RTX 2060 AMP! Edition,ZOTAC,6GB,151-250W
ZOTAC GAMING GeForce RTX 2060 Super AMP! Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2060 Super AMP! Extreme Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2060 Super Mini Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2060 Twin Fan,ZOTAC,6GB,151-250W
ZOTAC GAMING GeForce RTX 2070 AMP! Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2070 Super AMP! Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2070 Super AMP! Extreme Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2070 Super Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2070 Super Mini Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2080 AMP! Edition,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2080 Blower,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2080 Super AMP,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2080 Super AMP Extreme,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2080 Super Triple Fan,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2080 Super Twin Fan,ZOTAC,8GB,151-250W
ZOTAC GAMING GeForce RTX 2080 Ti AMP! Edition,ZOTAC,12GB,251-350W
ZOTAC GAMING GeForce RTX 2080 Ti Arctic Storm. 11264 MB GDDR6,ZOTAC,12GB,251-350W
ZOTAC GAMING GeForce RTX 2080 Ti Blower,ZOTAC,12GB,151-250W
ZOTAC GAMING GeForce RTX 2080 Ti Triple Fan,ZOTAC,12GB,251-350W
ZOTAC GAMING GeForce RTX 2080 Ti Twin Fan,ZOTAC,12GB,251-350W
ZOTAC GAMING GeForce RTX 3080 AMP Holo LHR,ZOTAC,12GB,251-350W
ZOTAC GAMING GeForce RTX 3080 AMP! Extreme Holo LHR,ZOTAC,12GB,>350W
ZOTAC GAMING GeForce RTX 3080 Trinity LHR,ZOTAC,12GB,251-350W
ZOTAC GAMING GeForce RTX 3080 Trinity OC LHR,ZOTAC,12GB,251-350W
ZOTAC GAMING GeForce RTX 4060 Ti AMP SPIDER-MAN™ Across the Spider-Verse,ZOTAC,24GB+,151-250W
ZOTAC GeForce GT 1030,ZOTAC,4GB,<=150W
ZOTAC GeForce GTX 1050 Mini,ZOTAC,4GB,<=150W
ZOTAC GeForce GTX 1050 Ti Mini,ZOTAC,4GB,<=150W
ZOTAC GeForce GTX 1050 Ti OC,ZOTAC,4GB,<=150W
ZOTAC GeForce GTX 1060 AMP! Edition,ZOTAC,6GB,<=150W
ZOTAC GeForce GTX 1060 AMP!+ 9 Gbps,ZOTAC,6GB,<=150W
ZOTAC GeForce GTX 1060 Mini,ZOTAC,4GB,<=150W
ZOTAC GeForce GTX 1060 Mini,ZOTAC,6GB,<=150W
ZOTAC GeForce GTX 1070 AMP! Extreme Edition,ZOTAC,8GB,<=150W
ZOTAC GeForce GTX 1070 Founders Edition,ZOTAC,8GB,<=150W
ZOTAC GeForce GTX 1070 Mini,ZOTAC,8GB,<=150W
ZOTAC GeForce GTX 1070 Ti AMP! Edition,ZOTAC,8GB,151-250W
ZOTAC GeForce GTX 1070 Ti AMP! Extreme Edition,ZOTAC,8GB,151-250W
ZOTAC GeForce GTX 1070 Ti Mini,ZOTAC,8GB,151-250W
ZOTAC GeForce GTX 1080 AMP! Extreme Edition,ZOTAC,8GB,151-250W
ZOTAC GeForce GTX 1080 AMP! Extreme+ 11 Gbps,ZOTAC,8GB,151-250W
ZOTAC GeForce GTX 1080 Founders Edition,ZOTAC,8GB,151-250W
ZOTAC GeForce GTX 1080 Mini,ZOTAC,8GB,151-250W
ZOTAC GeForce GTX 1080 Ti AMP! Edition,ZOTAC,12GB,151-250W
ZOTAC GeForce GTX 1080 Ti AMP! Extreme Core,ZOTAC,12GB,151-250W
ZOTAC GeForce GTX 1080 Ti AMP! Extreme Edition,ZOTAC,12GB,151-250W
ZOTAC GeForce GTX 1080 Ti Arctic Storm,ZOTAC,12GB,151-250W
ZOTAC GeForce GTX 1080 Ti Arctic Storm Mini,ZOTAC,12GB,151-250W
ZOTAC GeForce GTX 1080 Ti Blower,ZOTAC,12GB,151-250W
ZOTAC GeForce GTX 1080 Ti Founders Edition,ZOTAC,12GB,151-250W
ZOTAC GeForce GTX 1080 Ti Mini,ZOTAC,12GB,151-250W
