Name,Producer,Socket,Chipset,Memory Type
Gigabyte X99P SLI,Gigabyte,2011-V3,X99,DDR4
Gigabyte Z170-HD3P,Gigabyte,1151,Z170,DDR4
Gigabyte Z170M-D3H,Gigabyte,1151,Z170,DDR4
Gigabyte Z170MX-Gaming 5,Gigabyte,1151,Z170,DDR4
Gigabyte Z170N-WIFI,Gigabyte,1151,Z170,DDR4
Gigabyte Z170X Gaming 7-EK,Gigabyte,1151,Z170,DDR4
Gigabyte Z170X Ultra Gaming,Gigabyte,1151,Z170,DDR4
Gigabyte Z170X-Designare,Gigabyte,1151,Z170,DDR4
Gigabyte Z170X-Gaming 3-EU,Gigabyte,1151,Z170,DDR4
Gigabyte Z170X-Gaming 7,Gigabyte,1151,Z170,DDR4
Gigabyte Z170X-SOC Force,Gigabyte,1151,Z170,DDR4
Gigabyte Z170XP-SLI,Gigabyte,1151,Z170,DDR4
Gigabyte Z270M-D3H,Gigabyte,1151,Z270,DDR4
Gigabyte Z270N-WIFI,Gigabyte,1151,Z270,DDR4
Gigabyte Z270X-UD3,Gigabyte,1151,Z270,DDR4
Gigabyte Z370 Aorus Gaming 3,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Gaming 5,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Gaming 7,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Gaming 7 + 32GB Optane,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Gaming K3,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Ultra Gaming,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Ultra Gaming 2.0,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Ultra Gaming 2.0 + 32GB Optane,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Ultra Gaming WiFi,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 Aorus Ultra Gaming Wifi + 32GB Optane,Gigabyte,1151,Z370,DDR4
Gigabyte Z370 HD3 + 32GB Optane,Gigabyte,1151,Z370,DDR4
Gigabyte Z370-HD3,Gigabyte,1151,Z370,DDR4
Gigabyte Z370-HD3P,Gigabyte,1151,Z370,DDR4
Gigabyte Z370M-D3H,Gigabyte,1151,Z370,DDR4
Gigabyte Z370N-WIFI,Gigabyte,1151,Z370,DDR4
Gigabyte Z390 Aorus Elite,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Aorus Master,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Aorus Master G2 Edition,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Aorus Pro,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Aorus Pro WiFi,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Aorus Ultra,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Aorus Xtreme,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Aorus Xtreme Waterforce,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 D,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Designare,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Gaming SLI,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 Gaming X,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 M,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 M Gaming,Gigabyte,1151,Z390,DDR4
Gigabyte Z490 Aorus Master,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Aorus Pro AX,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Aorus Ultra,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Aorus Ultra G2,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Aorus XTreme,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Aorus XTreme Waterforce,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Gaming X,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Gaming X AX,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 UD,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 UD AC,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Vision D,Gigabyte,1200,Z490,DDR4
Gigabyte Z490M,Gigabyte,1200,Z490,DDR4
Gigabyte Z490M Gaming X,Gigabyte,1200,Z490,DDR4
Gigabyte Z590 Aorus Elite AX,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 Aorus Master,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 Aorus Pro AX,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 Aorus Ultra,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 Aorus XTreme,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 Aorus Xtreme Waterforce,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 D,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 Gaming X,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 UD AC,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 Vision D,Gigabyte,1200,Z590,DDR4
Gigabyte Z590 Vision G,Gigabyte,1200,Z590,DDR4
Gigabyte Z590I Aorus Ultra,Gigabyte,1200,Z590,DDR4
Gigabyte Z590I Vision D,Gigabyte,1200,Z590,DDR4
Gigabyte Z590M,Gigabyte,1200,Z590,DDR4
Gigabyte Z590M Gaming X,Gigabyte,1200,Z590,DDR4
Gigabyte Z690 Aero G,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 Aorus Elite AX,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 Aorus Tachyon,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 Aorus Ultra,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 Aorus Xtreme,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 Aorus Xtreme WB,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 Gaming X,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 Gaming X DDR4,Gigabyte,1700,Z690,DDR4
Gigabyte Z690 UD,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 UD DDR4,Gigabyte,1700,Z690,DDR4
Gigabyte Z690I Aorus Ultra,Gigabyte,1700,Z690,DDR5
Gigabyte Z690M A Elite AX DDR4,Gigabyte,1700,Z690,DDR4
Gigabyte Z690M DS3H DDR4,Gigabyte,1700,Z690,DDR4
GIGABYTE Z790 Aorus Elite AX,Gigabyte,1700,Z790,DDR5
MSI A320M Bazooka,MSI,AM4,A320,DDR4
MSI A320M Grenade,MSI,AM4,A320,DDR4
"MSI A320M-A Pro Max, socket AM4",MSI,AM4,A320,DDR4
"MSI A320M-A Pro, socket AM4",MSI,AM4,A320,DDR4
MSI A520M Pro,MSI,AM4,A520,DDR4
MSI A520M PRO-VH,MSI,AM4,A520,DDR4
MSI A520M Vector WiFi,MSI,AM4,A520,DDR4
MSI A520M-A Pro,MSI,AM4,A520,DDR4
MSI B150 Gaming M3,MSI,1151,B150,DDR4
MSI B150 PC Mate,MSI,1151,B150,DDR4
MSI B150A Gaming Pro,MSI,1151,B150,DDR4
MSI B150I Gaming Pro,MSI,1151,B150,DDR4
MSI B150M Bazooka Plus,MSI,1151,B150,DDR4
MSI B150M ECO USB3.1/SATA600/HDMI/DVI/VGA B150,MSI,1151,B150,DDR4
MSI B150M Gaming Pro,MSI,1151,B150,DDR4
MSI B150M Grenade USB3.1/HDMI/DVI/VGA/Turbo M.2 B150,MSI,1151,B150,DDR4
MSI B150M Mortar Arctic,MSI,1151,B150,DDR4
MSI B150M Night Elf,MSI,1151,B150,DDR4
MSI B150M PRO-DDP,MSI,1151,B150,DDR4
MSI B250 Gaming M3,MSI,1151,B250,DDR4
MSI B250 Gaming Pro Carbon,MSI,1151,B250,DDR4
MSI B250 KRAIT Gaming,MSI,1151,B250,DDR4
MSI B250 PC MATE,MSI,1151,B250,DDR4
MSI B250I Gaming Pro AC,MSI,1151,B250,DDR4
MSI B250I Pro,MSI,1151,B250,DDR4
MSI B250M Gaming Pro,MSI,1151,B250,DDR4
MSI B250M Mortar Arctic,MSI,1151,B250,DDR4
MSI B250M Pro-VD,MSI,1151,B250,DDR4
MSI B250M Pro-VH,MSI,1151,B250,DDR4
MSI B350 Gaming Pro Carbon,MSI,AM4,B350,DDR4
MSI B350 Krait Gaming,MSI,AM4,B350,DDR4
MSI B350 PC Mate,MSI,AM4,B350,DDR4
MSI B350 Tomahawk Arctic,MSI,AM4,B350,DDR4
MSI B350I Pro AC,MSI,AM4,B350,DDR4
MSI B350M Gaming Pro,MSI,AM4,B350,DDR4
MSI B350M Mortar,MSI,AM4,B350,DDR4
MSI B350M Mortar Arctic,MSI,AM4,B350,DDR4
MSI B350M Pro-VDH,MSI,AM4,B350,DDR4
MSI B360 Gaming Plus,MSI,1151,B360,DDR4
MSI B360 Gaming Pro Carbon,MSI,1151,B360,DDR4
MSI B360-A Pro,MSI,1151,B360,DDR4
MSI B360I Gaming Pro AC,MSI,1151,B360,DDR4
MSI B360M Bazooka,MSI,1151,B360,DDR4
MSI B360M Gaming Plus,MSI,1151,B360,DDR4
MSI B360M Mortar Titanium,MSI,1151,B360,DDR4
MSI B360M Pro-VD,MSI,1151,B360,DDR4
MSI B360M Pro-VDH,MSI,1151,B360,DDR4
MSI B360M Pro-VH,MSI,1151,B360,DDR4
"MSI B365M Pro-VH, socket 1151",MSI,1151,B365,DDR4
MSI B450 Gaming Plus,MSI,AM4,B450,DDR4
"MSI B450 Gaming Pro Carbon AC, AMD B450",MSI,AM4,B450,DDR4
MSI B450 Tomahawk Max II,MSI,AM4,B450,DDR4
"MSI B450-A Pro Max, AMD B450-, socket AM4",MSI,AM4,B450,DDR4
"MSI B450M Bazooka V2, AMD B450",MSI,AM4,B450,DDR4
MSI B450M Gaming Plus,MSI,AM4,B450,DDR4
MSI B450M Pro-M2,MSI,AM4,B450,DDR4
"MSI B450M Pro-M2 Max, AMD B450-, socket AM4",MSI,AM4,B450,DDR4
MSI B450M Pro-VDH,MSI,AM4,B450,DDR4
MSI B450M-A Pro Max,MSI,AM4,B450,DDR4
MSI B460I Gaming Edge WiFi,MSI,1200,B460,DDR4
MSI B460M Pro,MSI,1200,B460,DDR4
MSI B460M Pro-VDH WiFi,MSI,1200,B460,DDR4
MSI B550M PRO,MSI,AM4,B550,DDR4
MSI B550M Pro-VDH,MSI,AM4,B550,DDR4
MSI B550M Pro-VDH WiFi,MSI,AM4,B550,DDR4
MSI B560M Pro,MSI,1200,B560,DDR4
MSI B560M Pro WiFi,MSI,1200,B560,DDR4
MSI B560M Pro-VDH,MSI,1200,B560,DDR4
MSI B560M Pro-VDH WiFi,MSI,1200,B560,DDR4
MSI B560M-A Pro,MSI,1200,B560,DDR4
MSI C236A Workstation USB3.1/M.2/DVI/HDMI/VGA,MSI,1151,C236,DDR4
MSI C236M Workstation USB3.1/SATAe/DVI/HDMI/VGA,MSI,1151,C236,DDR4
MSI Creator TRX40,MSI,TRX40,TRX40,DDR4
MSI Creator X299,MSI,2066,X299,DDR4
MSI H110I Pro,MSI,1151,H110,DDR4
MSI H110M ECO USB3.1/HDMI/DVI/VGA,MSI,1151,H110,DDR4
MSI H110M Gaming,MSI,1151,H110,DDR4
MSI H110M Grenade USB3.1 (Typ C)/DVI/VGA/HDMI/M.2,MSI,1151,H110,DDR4
MSI H110M Pro-D USB3.1/DVI,MSI,1151,H110,DDR4
MSI H110M PRO-VDP,MSI,1151,H110,DDR4
MSI H110M Pro-VH USB3.1/VGA/HDMI,MSI,1151,H110,DDR4
MSI H170 GAMING M3 USB3.1/HDMI/DVI/M.2/SATAe H170,MSI,1151,H170,DDR4
MSI H170A Gaming Pro,MSI,1151,H170,DDR4
MSI H170A PC Mate,MSI,1151,H170,DDR4
MSI H170I Pro AC,MSI,1151,H170,DDR4
MSI H170M Pro-DH,MSI,1151,H170,DDR4
MSI H170M Pro-VDH,MSI,1151,H170,DDR4
MSI H170M-A Pro,MSI,1151,H170,DDR4
MSI H270 Gaming M3,MSI,1151,H270,DDR4
MSI H270 Gaming Pro Carbon,MSI,1151,H270,DDR4
MSI H270 PC MATE,MSI,1151,H270,DDR4
MSI H270 Tomahawk ARCTIC,MSI,1151,H270,DDR4
MSI H270I Gaming Pro AC,MSI,1151,H270,DDR4
MSI H270M Bazooka,MSI,1151,H270,DDR4
MSI H310-A Pro,MSI,1151,H310,DDR4
MSI H310M Gaming Plus,MSI,1151,H310,DDR4
MSI H310M Pro-M2,MSI,1151,H310,DDR4
"MSI H310M Pro-M2 Plus, socket 1151",MSI,1151,H310,DDR4
MSI H310M Pro-VD,MSI,1151,H310,DDR4
"MSI H310M Pro-VD Plus, socket 1151",MSI,1151,H310,DDR4
MSI H370 Gaming Plus,MSI,1151,H370,DDR4
MSI H370 Gaming Pro Carbon,MSI,1151,H370,DDR4
MSI H370M Bazooka,MSI,1151,H370,DDR4
MSI H410M-A Pro,MSI,1200,H410,DDR4
MSI H510I Pro WiFi,MSI,1200,H510,DDR4
MSI H510M Pro,MSI,1200,H510,DDR4
MSI H510M-A Pro,MSI,1200,H510,DDR4
MSI MAG B460 Tomahawk,MSI,1200,B460,DDR4
MSI MAG B460M Bazooka,MSI,1200,B460,DDR4
MSI MAG B460M Mortar,MSI,1200,B460,DDR4
MSI MAG B460M Mortar WiFi,MSI,1200,B460,DDR4
MSI MAG B550 Tomahawk,MSI,AM4,B550,DDR4
MSI MAG B550M Bazooka,MSI,AM4,B550,DDR4
MSI MAG B550M Mortar,MSI,AM4,B550,DDR4
MSI MAG B550M Mortar WiFi,MSI,AM4,B550,DDR4
MSI MAG B560 Tomahawk WiFi,MSI,1200,B560,DDR4
MSI MAG B560 Torpedo,MSI,1200,B560,DDR4
MSI MAG B560M Bazooka,MSI,1200,B560,DDR4
MSI MAG B560M Mortar,MSI,1200,B560,DDR4
MSI MAG B560M Mortar WiFi,MSI,1200,B560,DDR4
MSI MAG B660 TOMAHAWK WIFI,MSI,1700,B660,DDR5
MSI MAG B660 TOMAHAWK WIFI DDR4,MSI,1700,B660,DDR4
MSI MAG B660M BAZOOKA DDR4,MSI,1700,B660,DDR4
MSI MAG B660M MORTAR,MSI,1700,B660,DDR5
MSI MAG B660M MORTAR DDR4,MSI,1700,B660,DDR4
MSI MAG B660M MORTAR WIFI,MSI,1700,B660,DDR5
MSI MAG H670 TOMAHAWK WIFI DDR4,MSI,1700,H670,DDR4
MSI MAG X570S Tomahawk WiFi,MSI,AM4,X570,DDR4
MSI MAG X570S Torpedo Max,MSI,AM4,X570,DDR4
MSI MAG Z390 Tomahawk,MSI,1151,Z390,DDR4
MSI MAG Z390M Mortar,MSI,1151,Z390,DDR4
MSI MAG Z490 Tomahawk,MSI,1200,Z490,DDR4
MSI MAG Z590 Tomahawk WiFi,MSI,1200,Z590,DDR4
MSI MAG Z590 Torpedo,MSI,1200,Z590,DDR4
MSI MAG Z690M Mortar WiFi,MSI,1700,Z690,DDR5
MSI MEG B550 Unify,MSI,AM4,B550,DDR4
MSI MEG B550 Unify-X,MSI,AM4,B550,DDR4
"MSI MEG X570 ACE, AMD X570",MSI,AM4,X570,DDR4
"MSI MEG X570 Godlike, AMD X570",MSI,AM4,X570,DDR4
"MSI MEG X570 Unifiy, AMD X570-, socket AM4",MSI,AM4,X570,DDR4
MSI MEG X570S ACE Max,MSI,AM4,X570,DDR4
MSI MEG X570S Unify-X Max,MSI,AM4,X570S,DDR4
MSI MEG Z390 ACE,MSI,1151,Z390,DDR4
MSI MEG Z390 Godlike,MSI,1151,Z390,DDR4
MSI MEG Z490 ACE,MSI,1200,Z490,DDR4
MSI MEG Z490 Godlike,MSI,1200,Z490,DDR4
MSI MEG Z590 ACE,MSI,1200,Z590,DDR4
MSI MEG Z590 ACE Gold Edition,MSI,1200,Z590,DDR4
MSI MEG Z590 Godlike,MSI,1200,Z590,DDR4
MSI MEG Z590 Unify,MSI,1200,Z590,DDR4
MSI MEG Z590 Unify-X,MSI,1200,Z590,DDR4
MSI MEG Z590I Unify,MSI,1200,Z590,DDR4
MSI MEG Z690 ACE,MSI,1700,Z690,DDR5
MSI MEG Z690 Godlike,MSI,1700,Z690,DDR5
MSI MEG Z690 Unifiy,MSI,1700,Z690,DDR5
MSI MEG Z690 Unify-X,MSI,1700,Z690,DDR5
MSI MEG Z690I Unify,MSI,1700,Z690,DDR5
MSI MPG B550 Gaming Carbon WiFi,MSI,AM4,B550,DDR4
MSI MPG B550 Gaming Edge WiFi,MSI,AM4,B550,DDR4
MSI MPG B550 Gaming Plus,MSI,AM4,B550,DDR4
MSI MPG B550I Gaming Edge Max WiFi,MSI,AM4,B550,DDR4
MSI MPG B550I Gaming Edge WiFi,MSI,AM4,B550,DDR4
MSI MPG B560I Gaming Edge WiFi,MSI,1200,B560,DDR4
"MSI MPG X570 Gaming Edge WiFi, AMD X570",MSI,AM4,X570,DDR4
"MSI MPG X570 Gaming Plus, AMD X570",MSI,AM4,X570,DDR4
"MSI MPG X570 Gaming Pro Carbon WiFi, AMD X570",MSI,AM4,X570,DDR4
MSI MPG X570S Carbon EK X,MSI,AM4,X570S,DDR4
MSI MPG X570S Carbon Max WiFi,MSI,AM4,X570S,DDR4
MSI MPG X570S Edge Max WiFi,MSI,AM4,X570S,DDR4
MSI MPG Z390 Gaming Edge AC,MSI,1151,Z390,DDR4
MSI MPG Z390 Gaming Plus,MSI,1151,Z390,DDR4
MSI MPG Z390 Gaming Pro Carbon,MSI,1151,Z390,DDR4
MSI MPG Z390 Gaming Pro Carbon AC,MSI,1151,Z390,DDR4
MSI MPG Z390I Gaming Edge AC,MSI,1151,Z390,DDR4
MSI MPG Z390M Gaming Edge AC,MSI,1151,Z390,DDR4
MSI MPG Z490 Carbon EK X,MSI,1200,Z490,DDR4
MSI MPG Z490 Gaming Carbon WiFi,MSI,1200,Z490,DDR4
MSI MPG Z490 Gaming Edge WiFi,MSI,1200,Z490,DDR4
MSI MPG Z490 Gaming Plus,MSI,1200,Z490,DDR4
MSI MPG Z590 Gaming Carbon WiFi,MSI,1200,Z590,DDR4
MSI MPG Z590 Gaming Edge WiFi,MSI,1200,Z590,DDR4
MSI MPG Z590 Gaming Force,MSI,1200,Z590,DDR4
MSI MPG Z590 Gaming Plus,MSI,1200,Z590,DDR4
MSI MPG Z590M Gaming Edge Wifi,MSI,1200,Z590,DDR4
MSI MPG Z690 CARBON EK X,MSI,1700,Z690,DDR5
MSI MPG Z690 Carbon WiFi,MSI,1700,Z690,DDR5
MSI MPG Z690 Edge WiFi,MSI,1700,Z690,DDR5
MSI MPG Z690 Edge WiFi DDR4,MSI,1700,Z690,DDR4
MSI MPG Z690 Force WiFi,MSI,1700,Z690,DDR5
"MSI Prestige X570 Creation, AMD X570",MSI,AM4,X570,DDR4
MSI PRO B660M-A DDR4,MSI,1700,B660,DDR4
MSI PRO B660M-A WIFI DDR4,MSI,1700,B660,DDR4
MSI PRO B660M-B DDR4,MSI,1700,B660,DDR4
MSI PRO B660M-E DDR4,MSI,1700,B660,DDR4
MSI PRO B660M-G DDR4,MSI,1700,B660,DDR4
MSI Pro B760-P WiFi DDR4,MSI,1700,B760,DDR4
MSI Pro B760M-A WiFi DDR4,MSI,1700,B760,DDR4
MSI Pro B760M-G DDR4,MSI,1700,B760,DDR4
MSI PRO H410M-B,MSI,1200,H510,DDR4
MSI PRO H610M-B DDR4,MSI,1700,H610,DDR4
MSI PRO H610M-G DDR4,MSI,1700,H610,DDR4
MSI Pro X670-P Wifi,MSI,AM5,X670E,DDR5
MSI Pro Z690-A WiFi,MSI,1700,Z690,DDR5
MSI Pro Z690-P DDR4,MSI,1700,Z690,DDR4
MSI TRX40 Pro 10G,MSI,TRX40,TRX40,DDR4
MSI TRX40 Pro WiFi,MSI,TRX40,TRX40,DDR4
MSI X299 Gaming M7 ACK,MSI,2066,X299,DDR4
MSI X299 Gaming Pro Carbon,MSI,2066,X299,DDR4
MSI X299 Gaming Pro Carbon AC,MSI,2066,X299,DDR4
MSI X299 PRO,MSI,2066,X299,DDR4
MSI X299 Pro 10G,MSI,2066,X299,DDR4
MSI X299 Raider,MSI,2066,X299,DDR4
MSI X299 SLI Plus,MSI,2066,X299,DDR4
MSI X299 Tomahawk,MSI,2066,X299,DDR4
MSI X299 Tomahawk AC,MSI,2066,X299,DDR4
MSI X299 Tomahawk Arctic,MSI,2066,X299,DDR4
MSI X299 XPower Gaming AC,MSI,2066,X299,DDR4
MSI X370 Gaming Plus,MSI,AM4,X370,DDR4
MSI X370 Gaming Pro,MSI,AM4,X370,DDR4
MSI X370 Gaming Pro Carbon,MSI,AM4,X370,DDR4
MSI X370 Krait Gaming,MSI,AM4,X370,DDR4
MSI X370 SLI Plus,MSI,AM4,X370,DDR4
MSI X370 Xpower Gaming Titanium,MSI,AM4,X370,DDR4
MSI X399 SLI Plus,MSI,TR4,X399,DDR4
MSI X470 Gaming M7 AC,MSI,AM4,X470,DDR4
MSI X470 Gaming Plus,MSI,AM4,X470,DDR4
"MSI X470 Gaming Plus Max, AMD X470-, socket AM4",MSI,AM4,X470,DDR4
MSI X470 Gaming Pro,MSI,AM4,X470,DDR4
MSI X470 Gaming Pro Carbon,MSI,AM4,X470,DDR4
MSI X470 Gaming Pro Carbon AC,MSI,AM4,X470,DDR4
"MSI X470 Gaming Pro Max, AMD X470-, socket AM4",MSI,AM4,X470,DDR4
"MSI X570-A Pro, AMD X570",MSI,AM4,X570,DDR4
MSI X99A Gaming 7,MSI,2011-V3,X99,DDR4
MSI X99A Gaming 9 ACK,MSI,2011-V3,X99,DDR4
MSI X99A Gaming Pro Carbon,MSI,2011-V3,X99,DDR4
MSI X99A Godlike Gaming,MSI,2011-V3,X99,DDR4
MSI X99A Godlike Gaming Carbon,MSI,2011-V3,X99,DDR4
MSI X99A SLI,MSI,2011-V3,X99,DDR4
MSI X99A SLI Krait Edition,MSI,2011-V3,X99,DDR4
MSI X99A SLI Plus,MSI,2011-V3,X99,DDR4
MSI X99A Tomahawk,MSI,2011-V3,X99,DDR4
MSI X99A Workstation,MSI,2011-V3,X99,DDR4
MSI X99A Xpower Gaming Titanium,MSI,2011-V3,X99,DDR4
MSI Z170A Gaming M3,MSI,1151,Z170,DDR4
MSI Z170A Gaming M5,MSI,1151,Z170,DDR4
MSI Z170A Gaming Pro Carbon,MSI,1151,Z170,DDR4
MSI Z170A Krait Gaming 3X,MSI,1151,Z170,DDR4
MSI Z170A MPower Gaming Titanium,MSI,1151,Z170,DDR4
MSI Z170A SLI,MSI,1151,Z170,DDR4
MSI Z170A SLI Plus,MSI,1151,Z170,DDR4
MSI Z170A Tomahawk USB3.1/DVI/HDMI/M.2/SATAe,MSI,1151,Z170,DDR4
MSI Z170A XPower Gaming Titanium,MSI,1151,Z170,DDR4
MSI Z170I Gaming Pro AC,MSI,1151,Z170,DDR4
MSI Z170M Mortar,MSI,1151,Z170,DDR4
MSI Z270 Gaming M3,MSI,1151,Z270,DDR4
MSI Z270 Gaming M5,MSI,1151,Z270,DDR4
MSI Z270 Gaming M7,MSI,1151,Z270,DDR4
MSI Z270 Gaming Pro,MSI,1151,Z270,DDR4
MSI Z270 Mpower Gaming Titanium,MSI,1151,Z270,DDR4
MSI Z270 Tomahawk Arctic,MSI,1151,Z270,DDR4
MSI Z270I Gaming Pro Carbon AC,MSI,1151,Z270,DDR4
MSI Z270M Mortar,MSI,1151,Z270,DDR4
MSI Z370 Gaming M5,MSI,1151,Z370,DDR4
MSI Z370 Gaming Pro Carbon,MSI,1151,Z370,DDR4
MSI Z370 Gaming Pro Carbon AC,MSI,1151,Z370,DDR4
MSI Z370 Godlike Gaming,MSI,1151,Z370,DDR4
MSI Z370 Krait Gaming,MSI,1151,Z370,DDR4
MSI Z370 PC Pro,MSI,1151,Z370,DDR4
MSI Z370 Tomahawk,MSI,1151,Z370,DDR4
MSI Z370I Gaming Pro Carbon AC,MSI,1151,Z370,DDR4
MSI Z370M Gaming Pro AC,MSI,1151,Z370,DDR4
MSI Z390-A Pro,MSI,1151,Z390,DDR4
MSI Z490-A Pro,MSI,1200,Z490,DDR4
MSI Z590 Pro WiFi,MSI,1200,Z590,DDR4
MSI Z590-A Pro,MSI,1200,Z590,DDR4
"NZXT N7 Z370, black",NZXT,1151,Z370,DDR4
"NZXT N7 Z370, white",NZXT,1151,Z370,DDR4
"NZXT N7 Z390 Intel Z390 , black",NZXT,1151,Z390,DDR4
"NZXT N7 Z390 Intel Z390 , white",NZXT,1151,Z390,DDR4
Supermicro M12SWA-TF socket WRX80,Supermicro,sWRX8,WRX80,DDR4
Supermicro Supero C7Z370-CG-L Single,Supermicro,1151,Z370,DDR4
